state,district,ga_id,ga_name,entity,entity_group,note
Gujarat,Valsad,9.39,"Valsad (EAAA), Dhule & Nashik Districts",Maharashtra Natural Gas Limited,Maharashtra Natural Gas Limited,EAAA
Gujarat,Valsad,98.10,Valsad,Gujarat Gas Limited,Gujarat Gas Limited,
Gujarat,Vav-Tharad,6.09,Banaskantha District,IRM Energy Limited,IRM Energy Limited,
Haryana,Ambala,8.03,Ambala & Kurukshetra Districts,HPOIL Gas Private Limited,HPOIL Gas Private Limited,
Haryana,Bhiwani,9.16,"Bhiwani, Charkhi Dadri & Mahendragarh Districts",Adani Total Gas Limited,Adani Total Gas Limited,
Haryana,Charkhi Dadri,9.16,"Bhiwani, Charkhi Dadri & Mahendragarh Districts",Adani Total Gas Limited,Adani Total Gas Limited,
Haryana,Faridabad,95.01,Faridabad-2,Adani Total Gas Limited,Adani Total Gas Limited,
Haryana,Faridabad,-,Faridabad-1,Indraprastha Gas Limited,Indraprastha Gas Limited,
Haryana,Fatehabad,10.12,"Sirsa, Fatehabad and Mansa (Punjab) Districts",Gujarat Gas Limited,Gujarat Gas Limited,
Haryana,Gurugram,98.13,Gurugram-2,Haryana City Gas Distribution Limited,Haryana City Gas group,
Haryana,Gurugram,-,Gurugram-1,Indraprastha Gas Limited,Indraprastha Gas Limited,
Haryana,Hisar,9.17,Hisar District,HCG (KCE) Private Limited,Haryana City Gas group,
Haryana,Jhajjar,9.18,Jhajjar District,Haryana City Gas (KCE) Private Limited,Haryana City Gas group,
Haryana,Jind,9.19,Sonipat District (EAAA) & Jind District,Hindustan Petroleum Corporation Limited,Hindustan Petroleum Corporation Limited,
Haryana,Kaithal,10.11,Kaithal District,Indraprastha Gas Limited,Indraprastha Gas Limited,
Haryana,Karnal,8.02,Karnal District,Indraprastha Gas Limited,Indraprastha Gas Limited,
Haryana,Kurukshetra,8.03,Ambala & Kurukshetra Districts,HPOIL Gas Private Limited,HPOIL Gas Private Limited,
Haryana,Mahendragarh,9.16,"Bhiwani, Charkhi Dadri & Mahendragarh Districts",Adani Total Gas Limited,Adani Total Gas Limited,
Haryana,Nuh,9.2,Nuh & Palwal Districts,Adani Total Gas Limited,Adani Total Gas Limited,
Haryana,Palwal,9.2,Nuh & Palwal Districts,Adani Total Gas Limited,Adani Total Gas Limited,
Haryana,Panchkula,2.01,Chandigarh,Indian Oil-Adani Gas Private Limited,Indian Oil-Adani Gas Private Limited,
Haryana,Panchkula,9.15,"Panchkula District (EAAA), Sirmaur, Shimla & Solan (EAAA) Districts",Indian Oil-Adani Gas Private Limited,Indian Oil-Adani Gas Private Limited,EAAA
Haryana,Panipat,4.02,Panipat District,Indian Oil-Adani Gas Private Limited,Indian Oil-Adani Gas Private Limited,
Haryana,Rewari,6.15,Rewari District,Indraprastha Gas Limited,Indraprastha Gas Limited,
Haryana,Rohtak,6.17,Rohtak District,Bharat Petroleum Corporation Limited,Bharat Petroleum Corporation Limited,
Haryana,Sirsa,10.12,"Sirsa, Fatehabad and Mansa (Punjab) Districts",Gujarat Gas Limited,Gujarat Gas Limited,
Haryana,Sonipat,1.05,Sonipat,GAIL Gas Limited,GAIL Gas Limited,
Haryana,Sonipat,9.19,Sonipat District (EAAA) & Jind District,Hindustan Petroleum Corporation Limited,Hindustan Petroleum Corporation Limited,EAAA
Haryana,Yamunanagar,6.13,Yamunanagar District,Bharat Petroleum Corporation Limited,Bharat Petroleum Corporation Limited,
Himachal Pradesh,Bilaspur,9.21,"Bilaspur, Hamirpur & Una Districts",Bharat Petroleum Corporation Limited,Bharat Petroleum Corporation Limited,
Himachal Pradesh,Chamba,11.17,Kangra and Chamba districts,Think Gas Himachal Private Limited,Think Gas,
Himachal Pradesh,Hamirpur,9.21,"Bilaspur, Hamirpur & Una Districts",Bharat Petroleum Corporation Limited,Bharat Petroleum Corporation Limited,
Himachal Pradesh,Kangra,11.17,Kangra and Chamba districts,Think Gas Himachal Private Limited,Think Gas,
Himachal Pradesh,Kinnaur,11.16,"Mandi, Kullu, Kinnaur and Lahaul & Spiti districts",Gasonet Services (HP) Limited,Gasonet Services,
Himachal Pradesh,Kullu,11.16,"Mandi, Kullu, Kinnaur and Lahaul & Spiti districts",Gasonet Services (HP) Limited,Gasonet Services,
Himachal Pradesh,Lahaul and Spiti,11.16,"Mandi, Kullu, Kinnaur and Lahaul & Spiti districts",Gasonet Services (HP) Limited,Gasonet Services,
Himachal Pradesh,Mandi,11.16,"Mandi, Kullu, Kinnaur and Lahaul & Spiti districts",Gasonet Services (HP) Limited,Gasonet Services,
Himachal Pradesh,Shimla,9.15,"Panchkula District (EAAA), Sirmaur, Shimla & Solan (EAAA) Districts",Indian Oil-Adani Gas Private Limited,Indian Oil-Adani Gas Private Limited,
Himachal Pradesh,Sirmaur,9.15,"Panchkula District (EAAA), Sirmaur, Shimla & Solan (EAAA) Districts",Indian Oil-Adani Gas Private Limited,Indian Oil-Adani Gas Private Limited,
Himachal Pradesh,Solan,2.01,Chandigarh,Indian Oil-Adani Gas Private Limited,Indian Oil-Adani Gas Private Limited,
Himachal Pradesh,Solan,9.15,"Panchkula District (EAAA), Sirmaur, Shimla & Solan (EAAA) Districts",Indian Oil-Adani Gas Private Limited,Indian Oil-Adani Gas Private Limited,EAAA
Himachal Pradesh,Una,9.21,"Bilaspur, Hamirpur & Una Districts",Bharat Petroleum Corporation Limited,Bharat Petroleum Corporation Limited,
Jammu and Kashmir,Anantnag,12.06,UT of Jammu & Kashmir and Ladakh,GAIL Gas Limited,GAIL Gas Limited,
Jammu and Kashmir,Bandipora,12.06,UT of Jammu & Kashmir and Ladakh,GAIL Gas Limited,GAIL Gas Limited,
Jammu and Kashmir,Baramulla,12.06,UT of Jammu & Kashmir and Ladakh,GAIL Gas Limited,GAIL Gas Limited,
Jammu and Kashmir,Budgam,12.06,UT of Jammu & Kashmir and Ladakh,GAIL Gas Limited,GAIL Gas Limited,
Jammu and Kashmir,Doda,12.06,UT of Jammu & Kashmir and Ladakh,GAIL Gas Limited,GAIL Gas Limited,
Jammu and Kashmir,Ganderbal,12.06,UT of Jammu & Kashmir and Ladakh,GAIL Gas Limited,GAIL Gas Limited,
Jammu and Kashmir,Jammu,11.18,"Jammu, Udhampur, Reasi, Samba and Kathua districts",Indian Oil Corporation Limited,Indian Oil Corporation Limited,
Jammu and Kashmir,Kathua,11.18,"Jammu, Udhampur, Reasi, Samba and Kathua districts",Indian Oil Corporation Limited,Indian Oil Corporation Limited,
Jammu and Kashmir,Kishtwar,12.06,UT of Jammu & Kashmir and Ladakh,GAIL Gas Limited,GAIL Gas Limited,
Jammu and Kashmir,Kulgam,12.06,UT of Jammu & Kashmir and Ladakh,GAIL Gas Limited,GAIL Gas Limited,
Jammu and Kashmir,Kupwara,12.06,UT of Jammu & Kashmir and Ladakh,GAIL Gas Limited,GAIL Gas Limited,
Jammu and Kashmir,Pulwama,12.06,UT of Jammu & Kashmir and Ladakh,GAIL Gas Limited,GAIL Gas Limited,
Jammu and Kashmir,Punch,12.06,UT of Jammu & Kashmir and Ladakh,GAIL Gas Limited,GAIL Gas Limited,
Jammu and Kashmir,Rajouri,12.06,UT of Jammu & Kashmir and Ladakh,GAIL Gas Limited,GAIL Gas Limited,
Jammu and Kashmir,Ramban,12.06,UT of Jammu & Kashmir and Ladakh,GAIL Gas Limited,GAIL Gas Limited,
Jammu and Kashmir,Reasi,11.18,"Jammu, Udhampur, Reasi, Samba and Kathua districts",Indian Oil Corporation Limited,Indian Oil Corporation Limited,
Jammu and Kashmir,Samba,11.18,"Jammu, Udhampur, Reasi, Samba and Kathua districts",Indian Oil Corporation Limited,Indian Oil Corporation Limited,
Jammu and Kashmir,Shopiyan,12.06,UT of Jammu & Kashmir and Ladakh,GAIL Gas Limited,GAIL Gas Limited,
Jammu and Kashmir,Srinagar,12.06,UT of Jammu & Kashmir and Ladakh,GAIL Gas Limited,GAIL Gas Limited,
Jammu and Kashmir,Udhampur,11.18,"Jammu, Udhampur, Reasi, Samba and Kathua districts",Indian Oil Corporation Limited,Indian Oil Corporation Limited,
Jharkhand,Bokaro,9.22,"Bokaro, Hazaribagh & Ramgarh Districts",Indian Oil Corporation Limited,Indian Oil Corporation Limited,
Jharkhand,Chatra,10.13,Chatra and Palamu Districts,Bharat Petroleum Corporation Limited,Bharat Petroleum Corporation Limited,
Jharkhand,Deoghar,10.1,"Sheikhpura, Jamui and Deoghar Districts",Indian Oil Corporation Limited,Indian Oil Corporation Limited,
Jharkhand,Dhanbad,9.23,Giridih & Dhanbad Districts,GAIL Gas Limited,GAIL Gas Limited,
Jharkhand,Dumka,11A.02,"Banka (Bihar), Dumka, Godda, Jamtara, Pakur & Sahibganj districts",Hindustan Petroleum Corporation Limited,Hindustan Petroleum Corporation Limited,
Jharkhand,East Singhbhum,97.02,East Singhbhum District,GAIL (India) Limited,GAIL (India) Limited,
Jharkhand,Garhwa,11.19,"Gumla, Latehar, Lohardaga, Simdega, Garhwa and Khunti districts",Adani Total Gas Limited,Adani Total Gas Limited,
Jharkhand,Giridih,9.23,Giridih & Dhanbad Districts,GAIL Gas Limited,GAIL Gas Limited,
Jharkhand,Godda,11A.02,"Banka (Bihar), Dumka, Godda, Jamtara, Pakur & Sahibganj districts",Hindustan Petroleum Corporation Limited,Hindustan Petroleum Corporation Limited,
Jharkhand,Gumla,11.19,"Gumla, Latehar, Lohardaga, Simdega, Garhwa and Khunti districts",Adani Total Gas Limited,Adani Total Gas Limited,
Jharkhand,Hazaribagh,9.22,"Bokaro, Hazaribagh & Ramgarh Districts",Indian Oil Corporation Limited,Indian Oil Corporation Limited,
Jharkhand,Jamtara,11A.02,"Banka (Bihar), Dumka, Godda, Jamtara, Pakur & Sahibganj districts",Hindustan Petroleum Corporation Limited,Hindustan Petroleum Corporation Limited,
Jharkhand,Khunti,11.19,"Gumla, Latehar, Lohardaga, Simdega, Garhwa and Khunti districts",Adani Total Gas Limited,Adani Total Gas Limited,
Jharkhand,Koderma,10.09,Nawada and Koderma Districts,Indian Oil Corporation Limited,Indian Oil Corporation Limited,
Jharkhand,Latehar,11.19,"Gumla, Latehar, Lohardaga, Simdega, Garhwa and Khunti districts",Adani Total Gas Limited,Adani Total Gas Limited,
Jharkhand,Lohardaga,11.19,"Gumla, Latehar, Lohardaga, Simdega, Garhwa and Khunti districts",Adani Total Gas Limited,Adani Total Gas Limited,
Jharkhand,Pakur,11A.02,"Banka (Bihar), Dumka, Godda, Jamtara, Pakur & Sahibganj districts",Hindustan Petroleum Corporation Limited,Hindustan Petroleum Corporation Limited,
Jharkhand,Palamu,10.13,Chatra and Palamu Districts,Bharat Petroleum Corporation Limited,Bharat Petroleum Corporation Limited,
Jharkhand,Ramgarh,9.22,"Bokaro, Hazaribagh & Ramgarh Districts",Indian Oil Corporation Limited,Indian Oil Corporation Limited,
Jharkhand,Ranchi,97.03,Ranchi District,GAIL (India) Limited,GAIL (India) Limited,
Jharkhand,Sahibganj,11A.02,"Banka (Bihar), Dumka, Godda, Jamtara, Pakur & Sahibganj districts",Hindustan Petroleum Corporation Limited,Hindustan Petroleum Corporation Limited,
Jharkhand,Saraikela-Kharsawan,10.14,Seraikela-Kharsawan District,GAIL Gas Limited,GAIL Gas Limited,
Jharkhand,Simdega,11.19,"Gumla, Latehar, Lohardaga, Simdega, Garhwa and Khunti districts",Adani Total Gas Limited,Adani Total Gas Limited,
Jharkhand,West Singhbhum,10.15,West Singhbhum District,GAIL Gas Limited,GAIL Gas Limited,
Karnataka,Bagalkote,10.16,"Bagalkot, Koppal and Raichur Districts",AGP City Gas Private Limited,AGP / AG&P Pratham,
Karnataka,Ballari,9.26,Ballari & Gadag Districts,Bharat Petroleum Corporation Limited,Bharat Petroleum Corporation Limited,
Karnataka,Belagavi,5.08,Belgaum District,Megha City Gas Distribution Private Limited,Megha City Gas Distribution Private Limited,
Karnataka,Bengaluru Rural,4.01,Bengaluru Rural and Urban Districts,GAIL Gas Limited,GAIL Gas Limited,
Karnataka,Bengaluru Urban,4.01,Bengaluru Rural and Urban Districts,GAIL Gas Limited,GAIL Gas Limited,
Karnataka,Bidar,9.27,Bidar District,Bharat Petroleum Corporation Limited,Bharat Petroleum Corporation Limited,
Karnataka,Chamarajanagara,10.19,"Mysuru, Mandya and Chamarajanagar Districts",AGP City Gas Private Limited,AGP / AG&P Pratham,
Karnataka,Chikkaballapura,11.2,Chikkaballapur district,Megha City Gas Distribution Private Limited,Megha City Gas Distribution Private Limited,
Karnataka,Chikkamagaluru,10.17,"Chikkamagaluru, Hassan and Kodagu Districts",AGP City Gas Private Limited,AGP / AG&P Pratham,
Karnataka,Chitradurga,9.24,Chitradurga & Davanagere Districts,Unison Enviro Private Limited,Unison Enviro Private Limited,
Karnataka,Dakshina Kannada,9.28,Dakshina Kannada District,GAIL Gas Limited,GAIL Gas Limited,
Karnataka,Davanagere,9.24,Chitradurga & Davanagere Districts,Unison Enviro Private Limited,Unison Enviro Private Limited,
Karnataka,Dharwad,5.07,Dharwad District,Indian Oil-Adani Gas Private Limited,Indian Oil-Adani Gas Private Limited,
Karnataka,Gadag,9.26,Ballari & Gadag Districts,Bharat Petroleum Corporation Limited,Bharat Petroleum Corporation Limited,
Karnataka,Hassan,10.17,"Chikkamagaluru, Hassan and Kodagu Districts",AGP City Gas Private Limited,AGP / AG&P Pratham,
Karnataka,Haveri,10.2,"Uttara Kannada, Haveri and Shivamogga Districts",AGP City Gas Private Limited,AGP / AG&P Pratham,
Karnataka,Kalaburagi,10.18,Kalaburagi and Vijayapura Districts,AGP City Gas Private Limited,AGP / AG&P Pratham,
Karnataka,Kodagu,10.17,"Chikkamagaluru, Hassan and Kodagu Districts",AGP City Gas Private Limited,AGP / AG&P Pratham,
Karnataka,Kolar,10.03,"Chittoor, Kolar and Vellore Districts",AGP City Gas Private Limited,AGP / AG&P Pratham,
Karnataka,Koppal,10.16,"Bagalkot, Koppal and Raichur Districts",AGP City Gas Private Limited,AGP / AG&P Pratham,
Karnataka,Mandya,10.19,"Mysuru, Mandya and Chamarajanagar Districts",AGP City Gas Private Limited,AGP / AG&P Pratham,
Karnataka,Mysuru,10.19,"Mysuru, Mandya and Chamarajanagar Districts",AGP City Gas Private Limited,AGP / AG&P Pratham,
Karnataka,Raichur,10.16,"Bagalkot, Koppal and Raichur Districts",AGP City Gas Private Limited,AGP / AG&P Pratham,
Karnataka,Ramanagara,9.29,Ramanagara District,Maharashtra Natural Gas Limited,Maharashtra Natural Gas Limited,
Karnataka,Shivamogga,10.2,"Uttara Kannada, Haveri and Shivamogga Districts",AGP City Gas Private Limited,AGP / AG&P Pratham,
Karnataka,Tumakuru,5.05,Tumkur District,Megha City Gas Distribution Private Limited,Megha City Gas Distribution Private Limited,
Karnataka,Udupi,9.25,Udupi District,Adani Total Gas Limited,Adani Total Gas Limited,
Karnataka,Uttara Kannada,10.2,"Uttara Kannada, Haveri and Shivamogga Districts",AGP City Gas Private Limited,AGP / AG&P Pratham,
Karnataka,Vijayapura,10.18,Kalaburagi and Vijayapura Districts,AGP City Gas Private Limited,AGP / AG&P Pratham,
Karnataka,Yadgir,11.55,"Jogulamba Gadwal, Nagarkurnool, Mahabubnagar, Narayanpet, Wanaparthy and Yadgir districts",Megha City Gas Distribution Private Limited,Megha City Gas Distribution Private Limited,
Kerala,Alappuzha,10.21,"Alapuzzha, Kollam and Thiruvananthapuram Districts",AGP City Gas Private Limited,AGP / AG&P Pratham,
Kerala,Ernakulam,4.09,Ernakulam District,Indian Oil-Adani Gas Private Limited,Indian Oil-Adani Gas Private Limited,
Kerala,Idukki,11.21,"Idukki, Kottayam and Pattanamtitta districts",Sholagasco Private Limited,Sholagasco Private Limited,
Kerala,Kannur,9.32,"Kannur, Kasaragod & Mahe Districts",Indian Oil-Adani Gas Private Limited,Indian Oil-Adani Gas Private Limited,
Kerala,Kasaragod,9.32,"Kannur, Kasaragod & Mahe Districts",Indian Oil-Adani Gas Private Limited,Indian Oil-Adani Gas Private Limited,
Kerala,Kollam,10.21,"Alapuzzha, Kollam and Thiruvananthapuram Districts",AGP City Gas Private Limited,AGP / AG&P Pratham,
Kerala,Kottayam,11.21,"Idukki, Kottayam and Pattanamtitta districts",Sholagasco Private Limited,Sholagasco Private Limited,
Kerala,Kozhikode,9.30,Kozhikode & Wayanad Districts,Indian Oil-Adani Gas Private Limited,Indian Oil-Adani Gas Private Limited,
Kerala,Malappuram,9.31,Malappuram District,Indian Oil-Adani Gas Private Limited,Indian Oil-Adani Gas Private Limited,
Kerala,Palakkad,9.33,Palakkad & Thrissur Districts,Indian Oil-Adani Gas Private Limited,Indian Oil-Adani Gas Private Limited,
Kerala,Pathanamthitta,11.21,"Idukki, Kottayam and Pattanamtitta districts",Sholagasco Private Limited,Sholagasco Private Limited,
Kerala,Thiruvananthapuram,10.21,"Alapuzzha, Kollam and Thiruvananthapuram Districts",AGP City Gas Private Limited,AGP / AG&P Pratham,
Kerala,Thrissur,9.33,Palakkad & Thrissur Districts,Indian Oil-Adani Gas Private Limited,Indian Oil-Adani Gas Private Limited,
Kerala,Wayanad,9.30,Kozhikode & Wayanad Districts,Indian Oil-Adani Gas Private Limited,Indian Oil-Adani Gas Private Limited,
Ladakh,Kargil,12.06,UT of Jammu & Kashmir and Ladakh,GAIL Gas Limited,GAIL Gas Limited,
Ladakh,Leh,12.06,UT of Jammu & Kashmir and Ladakh,GAIL Gas Limited,GAIL Gas Limited,
Madhya Pradesh,Agar Malwa,11.22,"Agar Malwa, Neemuch, Mandsaur and Jhalawar districts",Megha City Gas Distribution Private Limited,Megha City Gas Distribution Private Limited,
Madhya Pradesh,Alirajpur,11.35,"Alirajpur, Nandurbar and Barwani districts",Adani Total Gas Limited,Adani Total Gas Limited,
Madhya Pradesh,Anuppur,10.29,"Anuppur, Bilaspur and Korba Districts",Adani Total Gas Limited,Adani Total Gas Limited,
Madhya Pradesh,Ashoknagar,10.22,Ashoknagar District,Indian Oil Corporation Limited,Indian Oil Corporation Limited,
Madhya Pradesh,Balaghat,11.25,"Betul, Chhindwara, Seoni and Balaghat districts",Megha City Gas Distribution Private Limited,Megha City Gas Distribution Private Limited,
Madhya Pradesh,Barwani,11.35,"Alirajpur, Nandurbar and Barwani districts",Adani Total Gas Limited,Adani Total Gas Limited,
Madhya Pradesh,Betul,11.25,"Betul, Chhindwara, Seoni and Balaghat districts",Megha City Gas Distribution Private Limited,Megha City Gas Distribution Private Limited,
Madhya Pradesh,Bhind,10.31,"Jhansi (EAAA) District, Bhind, Jalaun, Lalitpur and Datia Districts",Adani Total Gas Limited,Adani Total Gas Limited,
Madhya Pradesh,Bhopal,9.34,Bhopal & Rajgarh Districts,Think Gas Bhopal Private Limited,Think Gas,
Madhya Pradesh,Burhanpur,11.23,"Burhanpur, Khandwa, Khargone and Harda districts",Adani Total Gas Limited,Adani Total Gas Limited,
Madhya Pradesh,Chhatarpur,11.24,"Tikamgarh, Niwari, Chattarpur and Panna districts",Adani Total Gas Limited,Adani Total Gas Limited,
Madhya Pradesh,Chhindwara,11.25,"Betul, Chhindwara, Seoni and Balaghat districts",Megha City Gas Distribution Private Limited,Megha City Gas Distribution Private Limited,
Madhya Pradesh,Damoh,11.26,"Damoh, Jabalpur, Katni, Mandla, Umaria and Dindori districts",Megha City Gas Distribution Private Limited,Megha City Gas Distribution Private Limited,
Madhya Pradesh,Datia,10.31,"Jhansi (EAAA) District, Bhind, Jalaun, Lalitpur and Datia Districts",Adani Total Gas Limited,Adani Total Gas Limited,
Madhya Pradesh,Dewas,1.01,Dewas,GAIL Gas Limited,GAIL Gas Limited,
Madhya Pradesh,Dewas,10.28,"Ujjain (EAAA) District, Dewas (EAAA) District and Indore (EAAA) District",Gujarat Gas Limited,Gujarat Gas Limited,EAAA
Madhya Pradesh,Dhar,6.16,Dhar District,Naveriya Gas Private Limited,Naveriya Gas Private Limited,
Madhya Pradesh,Dindori,11.26,"Damoh, Jabalpur, Katni, Mandla, Umaria and Dindori districts",Megha City Gas Distribution Private Limited,Megha City Gas Distribution Private Limited,
Madhya Pradesh,Guna,9.35,Guna District,Indian Oil Corporation Limited,Indian Oil Corporation Limited,
Madhya Pradesh,Gwalior,10.23,Gwalior (EAAA) District and Sheopur District,Rajasthan State Gas Limited,Rajasthan State Gas Limited,EAAA
Madhya Pradesh,Gwalior,99.12,Gwalior,Aavantika Gas Limited,Aavantika Gas Limited,
Madhya Pradesh,Harda,11.23,"Burhanpur, Khandwa, Khargone and Harda districts",Adani Total Gas Limited,Adani Total Gas Limited,
Madhya Pradesh,Hoshangabad,11.27,"Hoshangabad, Narsinghpur, Sagar and Vidisha districts",Megha City Gas Distribution Private Limited,Megha City Gas Distribution Private Limited,
Madhya Pradesh,Indore,10.28,"Ujjain (EAAA) District, Dewas (EAAA) District and Indore (EAAA) District",Gujarat Gas Limited,Gujarat Gas Limited,EAAA
Madhya Pradesh,Indore,99.08,Indore (including Ujjain City),Aavantika Gas Limited,Aavantika Gas Limited,including Ujjain City
Madhya Pradesh,Jabalpur,11.26,"Damoh, Jabalpur, Katni, Mandla, Umaria and Dindori districts",Megha City Gas Distribution Private Limited,Megha City Gas Distribution Private Limited,
Madhya Pradesh,Jhabua,10.30,"Jhabua, Banswara, Ratlam and Dungarpur Districts",Gujarat Gas Limited,Gujarat Gas Limited,
Madhya Pradesh,Katni,11.26,"Damoh, Jabalpur, Katni, Mandla, Umaria and Dindori districts",Megha City Gas Distribution Private Limited,Megha City Gas Distribution Private Limited,
Madhya Pradesh,Khandwa,11.23,"Burhanpur, Khandwa, Khargone and Harda districts",Adani Total Gas Limited,Adani Total Gas Limited,
Madhya Pradesh,Khargone,11.23,"Burhanpur, Khandwa, Khargone and Harda districts",Adani Total Gas Limited,Adani Total Gas Limited,
Madhya Pradesh,Mandla,11.26,"Damoh, Jabalpur, Katni, Mandla, Umaria and Dindori districts",Megha City Gas Distribution Private Limited,Megha City Gas Distribution Private Limited,
Madhya Pradesh,Mandsaur,11.22,"Agar Malwa, Neemuch, Mandsaur and Jhalawar districts",Megha City Gas Distribution Private Limited,Megha City Gas Distribution Private Limited,
Madhya Pradesh,Morena,10.24,Morena District,Indian Oil Corporation Limited,Indian Oil Corporation Limited,
Madhya Pradesh,Narsinghpur,11.27,"Hoshangabad, Narsinghpur, Sagar and Vidisha districts",Megha City Gas Distribution Private Limited,Megha City Gas Distribution Private Limited,
Madhya Pradesh,Neemuch,11.22,"Agar Malwa, Neemuch, Mandsaur and Jhalawar districts",Megha City Gas Distribution Private Limited,Megha City Gas Distribution Private Limited,
Madhya Pradesh,Niwari,11.24,"Tikamgarh, Niwari, Chattarpur and Panna districts",Adani Total Gas Limited,Adani Total Gas Limited,
Madhya Pradesh,Panna,11.24,"Tikamgarh, Niwari, Chattarpur and Panna districts",Adani Total Gas Limited,Adani Total Gas Limited,
Madhya Pradesh,Raisen,10.25,"Raisen, Shajapur and Sehore Districts",GAIL Gas Limited,GAIL Gas Limited,
Madhya Pradesh,Rajgarh,9.34,Bhopal & Rajgarh Districts,Think Gas Bhopal Private Limited,Think Gas,
Madhya Pradesh,Ratlam,10.30,"Jhabua, Banswara, Ratlam and Dungarpur Districts",Gujarat Gas Limited,Gujarat Gas Limited,
Madhya Pradesh,Rewa,9.36,Rewa District,Indian Oil Corporation Limited,Indian Oil Corporation Limited,
Madhya Pradesh,Sagar,11.27,"Hoshangabad, Narsinghpur, Sagar and Vidisha districts",Megha City Gas Distribution Private Limited,Megha City Gas Distribution Private Limited,
Madhya Pradesh,Satna,9.37,Satna & Shandol Districts,Bharat Petroleum Corporation Limited,Bharat Petroleum Corporation Limited,
Madhya Pradesh,Sehore,10.25,"Raisen, Shajapur and Sehore Districts",GAIL Gas Limited,GAIL Gas Limited,
Madhya Pradesh,Seoni,11.25,"Betul, Chhindwara, Seoni and Balaghat districts",Megha City Gas Distribution Private Limited,Megha City Gas Distribution Private Limited,
Madhya Pradesh,Shahdol,9.37,Satna & Shandol Districts,Bharat Petroleum Corporation Limited,Bharat Petroleum Corporation Limited,
Madhya Pradesh,Shajapur,10.25,"Raisen, Shajapur and Sehore Districts",GAIL Gas Limited,GAIL Gas Limited,
Madhya Pradesh,Sheopur,10.23,Gwalior (EAAA) District and Sheopur District,Rajasthan State Gas Limited,Rajasthan State Gas Limited,
Madhya Pradesh,Shivpuri,10.26,Shivpuri District,Think Gas Bhopal Private Limited,Think Gas,
Madhya Pradesh,Sidhi,10.27,Sidhi and Singrauli Districts,Bharat Petroleum Corporation Limited,Bharat Petroleum Corporation Limited,
Madhya Pradesh,Singrauli,10.27,Sidhi and Singrauli Districts,Bharat Petroleum Corporation Limited,Bharat Petroleum Corporation Limited,
Madhya Pradesh,Tikamgarh,11.24,"Tikamgarh, Niwari, Chattarpur and Panna districts",Adani Total Gas Limited,Adani Total Gas Limited,
Madhya Pradesh,Ujjain,10.28,"Ujjain (EAAA) District, Dewas (EAAA) District and Indore (EAAA) District",Gujarat Gas Limited,Gujarat Gas Limited,EAAA
Madhya Pradesh,Umaria,11.26,"Damoh, Jabalpur, Katni, Mandla, Umaria and Dindori districts",Megha City Gas Distribution Private Limited,Megha City Gas Distribution Private Limited,
Madhya Pradesh,Vidisha,11.27,"Hoshangabad, Narsinghpur, Sagar and Vidisha districts",Megha City Gas Distribution Private Limited,Megha City Gas Distribution Private Limited,
Maharashtra,Ahmednagar,9.38,Ahmednagar & Aurangabad Districts,Bharat Petroleum Corporation Limited,Bharat Petroleum Corporation Limited,
Maharashtra,Akola,11.30,"Akola, Hingoli and Washim districts",Adani Total Gas Limited,Adani Total Gas Limited,
Maharashtra,Amravati,11.31,Amravati and Yavatmal districts,Adani Total Gas Limited,Adani Total Gas Limited,
Maharashtra,Aurangabad,9.38,Ahmednagar & Aurangabad Districts,Bharat Petroleum Corporation Limited,Bharat Petroleum Corporation Limited,
Maharashtra,Beed,11.29,"Beed, Jalgaon and Jalna districts",Indian Oil Corporation Limited,Indian Oil Corporation Limited,
Maharashtra,Bhandara,11.34,"Bhandara, Gondiya and Garchiroli districts",Adani Total Gas Limited,Adani Total Gas Limited,
Maharashtra,Buldhana,11.28,"Buldana, Nanded and Parbhani districts",Maharashtra Natural Gas Limited,Maharashtra Natural Gas Limited,
Maharashtra,Chandrapur,11.32,Chandrapur and Wardha districts,Megha City Gas Distribution Private Limited,Megha City Gas Distribution Private Limited,
Maharashtra,Dhule,9.39,"Valsad (EAAA), Dhule & Nashik Districts",Maharashtra Natural Gas Limited,Maharashtra Natural Gas Limited,
Maharashtra,Gadchiroli,11.34,"Bhandara, Gondiya and Garchiroli districts",Adani Total Gas Limited,Adani Total Gas Limited,
Maharashtra,Gondia,11.34,"Bhandara, Gondiya and Garchiroli districts",Adani Total Gas Limited,Adani Total Gas Limited,
Maharashtra,Hingoli,11.30,"Akola, Hingoli and Washim districts",Adani Total Gas Limited,Adani Total Gas Limited,
Maharashtra,Jalgaon,11.29,"Beed, Jalgaon and Jalna districts",Indian Oil Corporation Limited,Indian Oil Corporation Limited,
Maharashtra,Jalna,11.29,"Beed, Jalgaon and Jalna districts",Indian Oil Corporation Limited,Indian Oil Corporation Limited,
Maharashtra,Kolhapur,8.04,Kolhapur District,HPOIL Gas Private Limited,HPOIL Gas Private Limited,
Maharashtra,Latur,9.40,Latur & Osmanabad Districts,Unison Enviro Private Limited,Unison Enviro Private Limited,
Maharashtra,Mumbai,99.02,Mumbai & Greater Mumbai,Mahanagar Gas Limited,Mahanagar Gas Limited,
Maharashtra,Nagpur,11.33,Nagpur district,HCG Nagpur Private Limited,Haryana City Gas group,
Maharashtra,Nanded,11.28,"Buldana, Nanded and Parbhani districts",Maharashtra Natural Gas Limited,Maharashtra Natural Gas Limited,
